alert_rank,record_id,reporting_date,programme_name,sector,state,lga,community,achievement_rate,predicted_risk,probability_high,forecast_available,predicted_next_achievement_rate,forecast_status,predicted_anomaly,anomaly_score,risk_component_score,forecast_component_score,anomaly_component_score,early_warning_score,early_warning_priority,warning_signal_count,signal_agreement,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,priority_message,integrated_investigation_guidance,review_status,forecast_context,decision_use
779,ES-001532,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 6,0.7351,Low,3.493359938831947e-07,True,0.7207113602937988,Watch,0,-0.2156062385993972,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low activity completion,Access constraints,Low staff availability,Timely reporting,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
780,ES-003612,2026-04-01,Education Access Project,Education,Borno,Konduga,Konduga Site 5,0.7429,Low,3.409406256386982e-07,True,0.7189283231139462,Watch,0,-0.2052207183726778,0.0,50.0,0.0,15.0,Low,1,Single Signal,Elevated complaints,Low activity completion,Access constraints,Limited supply delay,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review feedback and complaint records for recurring operational issues. | Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
781,ES-007451,2026-03-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 5,0.7447,Low,3.3158962781699466e-07,True,0.7306088684165951,Watch,0,-0.1678488550745375,0.0,50.0,0.0,15.0,Low,1,Single Signal,Elevated complaints,Supply delay,Previous-month achievement pattern,Strong achievement,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review feedback and complaint records for recurring operational issues. | Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
782,ES-002874,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 6,0.6712,Low,3.267974889737551e-07,True,0.6521131938892832,Watch,0,-0.1989084476518376,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low achievement,Lower data quality,Low staff availability,Timely reporting,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Validate source data, completeness and reporting quality. | Review staffing coverage, absences and field deployment capacity.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
783,ES-000798,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 1,0.72,Low,3.184772162816118e-07,True,0.7167810477905072,Watch,0,-0.2275106608879398,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low achievement,Supply delay,Access constraints,Strong data quality,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
784,ES-006748,2026-04-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 1,0.7313,Low,3.010947394176792e-07,True,0.701171807362528,Watch,0,-0.2088517101451413,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low activity completion,Supply delay,Access constraints,Timely reporting,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
785,ES-007484,2026-04-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 6,0.7206,Low,2.861527561808755e-07,True,0.7247808932109255,Watch,0,-0.2045847972471369,0.0,50.0,0.0,15.0,Low,1,Single Signal,Reporting delay,Supply delay,Low achievement,Strong activity completion,Risk: Low | Forecast: Watch | Anomaly: No alert,"Validate reporting timeliness and follow up on delayed field submissions. | Review procurement, logistics and supply-chain bottlenecks. | Review progress against targets and identify implementation bottlenecks.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
786,ES-005018,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 1,0.7276,Low,2.666805450523249e-07,True,0.7292137993129448,Watch,0,-0.1779462733372878,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low activity completion,Elevated complaints,Low staff availability,Limited supply delay,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Review staffing coverage, absences and field deployment capacity.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
787,ES-003551,2026-07-01,Education Access Project,Education,Borno,Konduga,Konduga Site 3,0.6788,Low,2.3472952343348505e-07,True,0.7058416673601781,Watch,0,-0.1632426109962952,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low achievement,Supply delay,Elevated complaints,Strong activity completion,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
788,ES-005053,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 2,0.7275,Low,2.347130304577219e-07,True,0.7303259288823467,Watch,0,-0.1810373183912177,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low activity completion,Reporting delay,Low staff availability,Limited supply delay,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review staffing coverage, absences and field deployment capacity.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
789,ES-002911,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 1,0.7489,Low,2.309754839747324e-07,True,0.7383728552568969,Watch,0,-0.2007696174197996,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low activity completion,Elevated complaints,Reporting delay,Strong achievement,Risk: Low | Forecast: Watch | Anomaly: No alert,Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Validate reporting timeliness and follow up on delayed field submissions.,Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
790,ES-001178,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 1,0.742,Low,2.1187001824323066e-07,True,0.7209300311734662,Watch,0,-0.1858183385489339,0.0,50.0,0.0,15.0,Low,1,Single Signal,Reporting delay,Access constraints,Low activity completion,Limited supply delay,Risk: Low | Forecast: Watch | Anomaly: No alert,"Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery. | Review delayed or incomplete activities and implementation constraints.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
791,ES-001567,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 1,0.7189,Low,2.0855056607308842e-07,True,0.7406548308222861,Watch,0,-0.2191232523581363,0.0,50.0,0.0,15.0,Low,1,Single Signal,Elevated complaints,Low achievement,Supply delay,Timely reporting,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review feedback and complaint records for recurring operational issues. | Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
792,ES-002781,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 3,0.7146,Low,1.955754945733665e-07,True,0.7252054405391829,Watch,0,-0.1801687190561631,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low activity completion,Elevated complaints,Low achievement,Timely reporting,Risk: Low | Forecast: Watch | Anomaly: No alert,Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Review progress against targets and identify implementation bottlenecks.,Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
793,ES-005375,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 6,0.743,Low,1.6284147584216518e-07,True,0.7312111545844923,Watch,0,-0.2198272616132103,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low activity completion,Access constraints,Previous-month achievement pattern,Limited supply delay,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
794,ES-007039,2026-07-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 4,0.6929,Low,1.424282844668225e-07,True,0.6995984261305294,Watch,0,-0.2061980837347994,0.0,50.0,0.0,15.0,Low,1,Single Signal,Low achievement,Low staff availability,Previous-month achievement pattern,Lower complaints,Risk: Low | Forecast: Watch | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
795,ES-000862,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 3,0.722,Low,1.4046289783973653e-07,True,0.7340865936533736,Watch,0,-0.2181393791366301,0.0,50.0,0.0,15.0,Low,1,Single Signal,Reporting delay,Elevated complaints,Low achievement,Limited supply delay,Risk: Low | Forecast: Watch | Anomaly: No alert,Validate reporting timeliness and follow up on delayed field submissions. | Review feedback and complaint records for recurring operational issues. | Review progress against targets and identify implementation bottlenecks.,Routine monitoring,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
