record_id,reporting_date,programme_name,sector,state,lga,community,monthly_target,monthly_achievement,achievement_rate,activity_completion_rate,budget_utilisation_rate,reporting_delay_days,complaints_count,staff_availability_rate,supply_delay_days,previous_month_achievement_rate,access_constraint_score,data_quality_score,anomaly_flag,risk_label,recommended_action
ES-002563,2024-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,697,649,0.9311,0.8396,0.736,6,3,0.9722,5,0.9875,0.3415,0.909,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002564,2024-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,666,548,0.8221,0.8057,0.8236,3,4,0.9305,5,0.9311,0.4351,0.8815,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002565,2024-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,701,563,0.8027,0.7425,0.8834,8,4,0.9368,6,0.8221,0.3519,0.9149,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002566,2024-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,705,574,0.8138,0.7777,0.7286,2,0,0.9244,7,0.8027,0.2899,0.9585,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002567,2024-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,775,616,0.7944,0.7773,0.7284,2,3,0.9717,7,0.8138,0.2584,0.9672,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002568,2024-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,779,564,0.7244,0.7741,0.7973,5,2,0.9482,2,0.7944,0.3086,0.9234,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002569,2024-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,808,624,0.7719,0.807,0.612,2,4,0.9203,4,0.7244,0.2643,0.9921,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002570,2024-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,617,498,0.807,0.7894,0.7751,5,2,0.8977,6,0.7719,0.3681,0.8698,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002571,2024-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,613,384,0.6262,0.7078,0.8162,7,7,0.9046,3,0.807,0.3132,0.8963,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002572,2024-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,757,511,0.6744,0.7594,0.8975,4,5,0.9207,6,0.6262,0.3743,0.9229,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002573,2025-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,726,518,0.713,0.7966,0.8362,7,3,0.8842,13,0.6744,0.3984,0.9565,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002574,2025-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,806,600,0.7445,0.7857,0.772,8,4,0.8612,4,0.713,0.3533,0.9089,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002575,2025-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,659,469,0.712,0.6848,0.8559,9,4,0.9077,8,0.7445,0.2436,0.8782,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002576,2025-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,731,583,0.7974,0.6934,0.7343,6,4,0.8808,3,0.712,0.279,0.9205,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002577,2025-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,589,482,0.8191,0.7255,0.7863,7,2,0.9455,5,0.7974,0.3797,0.9371,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002578,2025-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,732,568,0.7754,0.7489,0.7479,4,4,0.9409,5,0.8191,0.4504,0.864,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002579,2025-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,691,507,0.7341,0.6679,0.8022,2,2,0.9526,14,0.7754,0.3761,0.9321,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002580,2025-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,654,431,0.659,0.6426,0.7808,8,3,0.976,7,0.7341,0.2578,0.8828,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002581,2025-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,667,486,0.7282,0.731,0.7172,9,1,0.9814,6,0.659,0.3134,0.864,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002582,2025-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,700,522,0.7458,0.7586,0.8495,6,4,0.873,5,0.7282,0.3389,0.9378,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002583,2025-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,800,618,0.773,0.7896,0.8747,6,1,0.8776,1,0.7458,0.3515,0.9122,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002584,2025-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,745,520,0.6981,0.7669,0.8082,5,3,0.8953,6,0.773,0.3857,0.9507,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002585,2026-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,736,512,0.6955,0.7423,0.8775,3,4,0.904,8,0.6981,0.3197,0.86,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002586,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,691,519,0.7504,0.6823,0.6847,5,2,0.8554,8,0.6955,0.3866,0.8804,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002587,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,621,420,0.6761,0.6653,0.7787,5,5,0.9271,19,0.7504,0.3698,0.8823,0,High,Recommended for human review: investigate supply-chain delays and assess potential implementation impact.
ES-002588,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,752,592,0.7871,0.725,0.6655,4,2,0.8975,11,0.6761,0.2741,0.9095,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002589,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,601,432,0.718,0.6995,0.8268,9,3,0.9393,5,0.7871,0.3068,0.8687,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002590,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,529,416,0.7866,0.6337,0.7572,10,5,0.8861,8,0.718,0.2387,0.8912,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002591,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,683,495,0.7247,0.7166,0.67,4,0,0.8509,11,0.7866,0.2651,0.9025,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002592,2026-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 3,648,434,0.6701,0.7443,0.6955,4,4,0.8694,6,0.7247,0.3135,0.9174,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002593,2024-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,738,546,0.7392,0.8444,0.8079,4,1,0.8084,43,0.741,0.3627,0.776,1,High,Recommended for human review: investigate supply-chain delays and assess potential implementation impact.
ES-002594,2024-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,736,541,0.735,0.8223,0.9116,1,4,0.7896,3,0.7392,0.3191,0.8917,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002595,2024-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,661,530,0.8022,0.7946,0.797,2,0,0.849,5,0.735,0.2928,0.8658,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002596,2024-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,666,518,0.7772,0.7891,0.8358,1,4,0.8375,4,0.8022,0.3182,0.9218,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002597,2024-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,598,505,0.8439,0.7807,0.9172,5,3,0.8868,3,0.7772,0.2409,0.9593,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002598,2024-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,724,515,0.7108,0.6772,0.7553,5,2,0.8755,6,0.8439,0.2744,0.8287,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002599,2024-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,602,385,0.6401,0.6953,0.7842,6,4,0.909,3,0.7108,0.3004,0.8223,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002600,2024-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,778,463,0.595,0.7611,0.8415,4,6,0.9115,7,0.6401,0.2311,0.8856,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002601,2024-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,631,407,0.6453,0.7373,0.8621,2,5,0.8605,5,0.595,0.1817,0.8944,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002602,2024-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,686,394,0.5745,0.7682,0.7717,4,4,0.9242,5,0.6453,0.1902,0.8914,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002603,2024-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,752,490,0.6522,0.8416,0.7415,2,2,0.8272,2,0.5745,0.2382,0.8106,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002604,2024-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,697,424,0.6083,0.8272,0.7614,4,6,0.8307,6,0.6522,0.2979,0.8986,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002605,2025-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,755,464,0.6144,0.8189,0.9577,9,2,0.9145,5,0.6083,0.261,0.9166,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002606,2025-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,735,480,0.6527,0.8103,0.7843,6,2,0.9285,3,0.6144,0.2468,0.9258,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002607,2025-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,745,582,0.7817,0.7604,0.6741,2,4,0.903,7,0.6527,0.3054,0.8798,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002608,2025-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,728,478,0.6562,0.8537,0.7763,5,3,0.8381,4,0.7817,0.3388,0.86,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002609,2025-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,717,500,0.6967,0.8595,0.7702,4,3,0.8455,4,0.6562,0.3868,0.9569,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002610,2025-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,719,442,0.6148,0.8317,0.829,2,2,0.8257,5,0.6967,0.2785,0.8429,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002611,2025-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,631,442,0.7003,0.8468,0.826,5,1,0.8445,6,0.6148,0.2844,0.9154,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002612,2025-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,710,440,0.6191,0.8354,0.8888,10,6,0.8683,3,0.7003,0.2138,0.9048,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002613,2025-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,747,479,0.6413,0.8246,0.6462,5,2,0.8752,4,0.6191,0.3551,0.9344,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002614,2025-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,660,415,0.6288,0.8611,0.7464,7,4,0.9081,1,0.6413,0.3929,0.9614,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002615,2025-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,688,472,0.6861,0.8441,0.7333,6,1,0.8936,3,0.6288,0.4228,0.9087,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002616,2025-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,724,436,0.6016,0.8131,0.8233,9,2,0.8984,35,0.6861,0.4055,0.9102,1,High,Recommended for human review: investigate supply-chain delays and assess potential implementation impact.
ES-002617,2026-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,668,447,0.6694,0.7844,0.8018,3,1,0.8979,8,0.6016,0.3625,0.8999,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002618,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,661,412,0.6229,0.6807,0.8848,4,6,0.855,4,0.6694,0.3638,0.8749,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002619,2026-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,750,585,0.7803,0.6675,0.9145,8,3,0.844,31,0.6229,0.3934,0.995,1,High,Recommended for human review: investigate supply-chain delays and assess potential implementation impact.
ES-002620,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,743,519,0.6984,0.7057,0.7106,4,5,0.7998,5,0.7803,0.4845,0.9297,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002621,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,816,570,0.6982,0.7254,0.7808,3,4,0.841,8,0.6984,0.4676,0.8027,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002622,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,721,465,0.6444,0.7056,0.7143,5,6,0.8219,4,0.6982,0.4091,0.9109,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002623,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,671,429,0.6399,0.7286,0.8571,4,4,0.855,8,0.6444,0.251,0.9238,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002624,2026-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,642,408,0.6358,0.7041,0.8032,4,4,0.7825,8,0.6399,0.2648,0.9615,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002625,2024-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,835,676,0.8093,0.7256,0.9757,4,3,0.884,4,0.8557,0.2555,0.8607,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002626,2024-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,973,761,0.782,0.7672,0.9209,2,4,0.8941,5,0.8093,0.2063,0.918,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002627,2024-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,963,730,0.7581,0.7654,0.7101,9,4,0.8621,6,0.782,0.2353,0.9224,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002628,2024-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,1147,714,0.6225,0.7214,0.7441,5,2,0.9166,3,0.7581,0.249,0.8613,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002629,2024-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,974,785,0.8064,0.7157,0.8109,7,3,0.905,8,0.6225,0.3168,0.8876,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002630,2024-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,848,621,0.7323,0.7319,0.8312,3,4,0.8284,9,0.8064,0.3892,0.8813,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002631,2024-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,1042,792,0.7604,0.7911,0.7339,6,4,0.7756,6,0.7323,0.3859,0.911,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002632,2024-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,959,667,0.6955,0.7627,0.7236,7,6,0.8036,9,0.7604,0.3544,0.8582,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002633,2024-09-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,979,638,0.6519,0.5902,0.7864,5,4,0.823,2,0.6955,0.3913,0.833,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002634,2024-10-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,993,574,0.5784,0.6255,0.7468,9,5,0.7937,42,0.6519,0.4495,0.8226,1,High,Recommended for human review: investigate supply-chain delays and assess potential implementation impact.
ES-002635,2024-11-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,984,555,0.5641,0.7035,0.8567,4,2,0.8378,6,0.5784,0.3372,0.8929,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002636,2024-12-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,1070,584,0.5459,0.6883,0.7506,7,2,0.8533,5,0.5641,0.3601,0.9259,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-002637,2025-01-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,916,600,0.6546,0.7507,0.7967,8,3,0.8345,5,0.5459,0.2841,0.9033,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-002638,2025-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,940,752,0.7996,0.7987,0.8584,4,1,0.8589,3,0.6546,0.3122,0.9296,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002639,2025-03-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,1063,812,0.7639,0.8368,0.7812,9,3,0.925,5,0.7996,0.3158,0.8479,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002640,2025-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,1137,903,0.7946,0.8432,0.8444,1,3,0.9008,6,0.7639,0.3224,0.8664,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002641,2025-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,826,691,0.8365,0.8155,0.9983,1,1,0.8882,4,0.7946,0.2503,0.9326,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002642,2025-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,901,710,0.7883,0.7149,0.7046,8,1,0.9272,5,0.8365,0.1949,0.8845,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002643,2025-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,1083,864,0.7976,0.719,0.7677,4,5,0.9161,4,0.7883,0.2104,1.0,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-002644,2025-08-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 5,1070,741,0.6921,0.7428,0.771,5,1,0.8761,4,0.7976,0.2284,0.9599,0,Low,Continue routine monitoring; no immediate escalation indicated.
